,region_accueil,province_accueil,commune_accueil,province_depart,commune_depart,MASCULIN,FEMININ,annee_collecte,mois_num,total
10555,Boucle du mouhoun,Bale,Siby,Soum,Baraboule,12,12,2021,12,24
10556,Boucle du mouhoun,Bale,Siby,Soum,Nassoumbou,15,13,2021,12,28
10557,Plateau central,Ganzourgou,Meguet,Kompienga,Pama,3,3,2021,12,6
10558,Boucle du mouhoun,Bale,Siby,Sanmatenga,Pissila,6,5,2021,12,11
10559,Boucle du mouhoun,Bale,Siby,Sanmatenga,Kaya,23,9,2021,12,32
10560,Centre-est,Kouritenga,Gounghin,Yagha,Sebba,3,1,2021,12,4
10561,Boucle du mouhoun,Bale,Siby,Kompienga,Pama,6,5,2021,12,11
10562,Plateau central,Oubritenga,Zitenga,Oudalan,Oursi,37,51,2021,12,88
10563,Hauts-bassins,Houet,Satiri,Loroum,Solle,4,8,2021,12,12
10564,Est,Gnagna,Bilanga,Yagha,Sebba,3,4,2021,12,7
10565,Est,Gourma,Fada,Kompienga,Kompienga,5,6,2021,12,11
10566,Plateau central,Oubritenga,Zitenga,Soum,Djibo,1,2,2021,12,3
10567,Est,Gourma,Yamba,Gourma,Fada ngourma,12,14,2021,12,26
10568,Hauts-bassins,Houet,Satiri,Yatenga,Oula,1,10,2021,12,11
10569,Hauts-bassins,Houet,Satiri,Comoe,Mangodara,2,3,2021,12,5
10570,Plateau central,Oubritenga,Zitenga,Sanmatenga,Barsalogho,3,2,2021,12,5
10571,Hauts-bassins,Houet,Satiri,Yatenga,Koumbri,4,4,2021,12,8
10572,Plateau central,Oubritenga,Zitenga,Yagha,Mansila,2,2,2021,12,4
10573,Plateau central,Oubritenga,Nagreongo,Soum,Djibo,9,5,2021,12,14
10574,Nord,Loroum,Titao,Loroum,Ouindigui,1,5,2021,12,6
10575,Boucle du mouhoun,Sourou,Tougan,Yatenga,Koumbri,11,11,2021,12,22
10576,Hauts-bassins,Kenedougou,Kourinion,Sanmatenga,Barsalogho,6,3,2021,12,9
10577,Boucle du mouhoun,Sourou,Di,Sourou,Di,4,3,2021,12,7
10578,Hauts-bassins,Kenedougou,Kourinion,Soum,Arbinda,5,3,2021,12,8
10579,Plateau central,Ganzourgou,Mogtedo,Gourma,Fada ngourma,16,12,2021,12,28
10580,Plateau central,Ganzourgou,Mogtedo,Kompienga,Pama,13,14,2021,12,27
10581,Boucle du mouhoun,Mouhoun,Dedougou,Kossi,Bourasso,2,2,2021,12,4
10582,Est,Gnagna,Bilanga,Yagha,Mansila,2,5,2021,12,7
10583,Hauts-bassins,Houet,Karangasso-vigue,Soum,Kelbo,30,19,2021,12,49
10584,Hauts-bassins,Houet,Karangasso-vigue,Comoe,Mangodara,5,7,2021,12,12
10585,Hauts-bassins,Houet,Karangasso-vigue,Zondoma,Bassi,7,10,2021,12,17
10586,Hauts-bassins,Houet,Karangasso-vigue,Zondoma,Gourcy,4,3,2021,12,7
10587,Plateau central,Ganzourgou,Salogo,Sanmatenga,Barsalogho,22,21,2021,12,43
10588,Est,Tapoa,Diapaga,Tapoa,Botou,2,3,2021,12,5
10589,Hauts-bassins,Houet,Bama,Loroum,Titao,6,5,2021,12,11
10590,Plateau central,Ganzourgou,Salogo,Namentenga,Tougouri,5,7,2021,12,12
10591,Plateau central,Ganzourgou,Zam,Gourma,Fada ngourma,5,7,2021,12,12
10592,Hauts-bassins,Houet,Karangasso-vigue,Soum,Koutougou,1,5,2021,12,6
10593,Hauts-bassins,Houet,Karangasso-vigue,Komondjari,Gayeri,3,3,2021,12,6
10594,Hauts-bassins,Houet,Bama,Soum,Pobe-mangao,3,2,2021,12,5
10595,Plateau central,Ganzourgou,Boudry,Soum,Tongomayel,1,2,2021,12,3
10596,Boucle du mouhoun,Banwa,Solenzo,Loroum,Ouindigui,1,10,2021,12,11
10597,Est,Gnagna,Coalla,Sanmatenga,Barsalogho,4,5,2021,12,9
10598,Est,Gnagna,Coalla,Yatenga,Ouahigouya,6,6,2021,12,12
10599,Est,Gnagna,Coalla,Yagha,Solhan,8,4,2021,12,12
10600,Est,Gnagna,Coalla,Oubritenga,Dapelogo,4,2,2021,12,6
10601,Est,Gnagna,Coalla,Seno,Falagountou,4,3,2021,12,7
10602,Est,Gnagna,Coalla,Seno,Gorgadji,3,3,2021,12,6
10603,Est,Gnagna,Coalla,Oudalan,Gorom-gorom,4,3,2021,12,7
10604,Est,Gnagna,Coalla,Yagha,Sebba,4,3,2021,12,7
10605,Plateau central,Ganzourgou,Mogtedo,Gourma,Matiacoali,2,3,2021,12,5
10606,Hauts-bassins,Kenedougou,Kourinion,Soum,Pobe-mangao,4,3,2021,12,7
10607,Hauts-bassins,Houet,Satiri,Loroum,Titao,12,18,2021,12,30
10608,Boucle du mouhoun,Sourou,Kiembara,Yatenga,Koumbri,18,10,2021,12,28
10609,Boucle du mouhoun,Sourou,Tougan,Sourou,Gomboro,12,3,2021,12,15
10610,Plateau central,Oubritenga,Nagreongo,Namentenga,Nagbingou,4,3,2021,12,7
10611,Plateau central,Oubritenga,Ziniare,Soum,Kelbo,5,4,2021,12,9
10612,Hauts-bassins,Kenedougou,Djigouera,Soum,Kelbo,0,1,2021,12,1
10613,Plateau central,Oubritenga,Ziniare,Sanmatenga,Dablo,11,9,2021,12,20
10614,Hauts-bassins,Kenedougou,Djigouera,Comoe,Mangodara,1,1,2021,12,2
10615,Hauts-bassins,Kenedougou,Djigouera,Sanmatenga,Barsalogho,1,2,2021,12,3
10616,Plateau central,Oubritenga,Nagreongo,Loroum,Banh,5,4,2021,12,9
10617,Hauts-bassins,Kenedougou,Djigouera,Soum,Arbinda,5,1,2021,12,6
10618,Hauts-bassins,Houet,Bobo-dioulasso,Sanmatenga,Dablo,0,4,2021,12,4
10619,Hauts-bassins,Kenedougou,Djigouera,Sanmatenga,Pissila,3,2,2021,12,5
10620,Hauts-bassins,Kenedougou,Djigouera,Sanmatenga,Dablo,2,4,2021,12,6
10621,Hauts-bassins,Tuy,Hounde,Comoe,Ouo,1,1,2021,12,2
10622,Hauts-bassins,Kenedougou,Kourouma,Soum,Pobe-mangao,5,5,2021,12,10
10623,Est,Gnagna,Bogande,Kompienga,Pama,12,6,2021,12,18
10624,Centre-est,Kouritenga,Yargo,Kompienga,Madjoari,3,3,2021,12,6
10625,Plateau central,Oubritenga,Loumbila,Namentenga,Bouroum,3,2,2021,12,5
10626,Plateau central,Ganzourgou,Salogo,Gnagna,Liptougou,15,17,2021,12,32
10627,Est,Gnagna,Bilanga,Yagha,Mansila,5,5,2022,1,10
10628,Est,Gnagna,Bilanga,Gourma,Matiacoali,1,3,2022,1,4
10629,Nord,Loroum,Banh,Loroum,Titao,50,49,2022,1,99
10630,Nord,Loroum,Banh,Loroum,Banh,50,45,2022,1,95
10631,Est,Tapoa,Diapaga,Tapoa,Logobou,4,9,2022,1,13
10632,Centre-est,Boulgou,Zabre,Gourma,Fada ngourma,6,7,2022,1,13
10633,Nord,Zondoma,Gourcy,Nayala,Toma,1,2,2022,1,3
10634,Hauts-bassins,Tuy,Hounde,Yatenga,Thiou,1,2,2022,1,3
10635,Hauts-bassins,Houet,Satiri,Poni,Kampti,1,1,2022,1,2
10636,Centre-est,Kouritenga,Pouytenga,Yagha,Mansila,2,2,2022,1,4
10637,Est,Tapoa,Diapaga,Tapoa,Partiaga,2,3,2022,1,5
10638,Est,Gnagna,Bogande,Komondjari,Gayeri,6,11,2022,1,17
10639,Est,Gnagna,Bogande,Gnagna,Mani,7,5,2022,1,12
10640,Est,Gnagna,Liptougou,Yagha,Titabe,4,1,2022,1,5
10641,Nord,Zondoma,Gourcy,Yatenga,Ouahigouya,5,5,2022,1,10
10642,Boucle du mouhoun,Bale,Poura,Loroum,Ouindigui,27,27,2022,1,54
10643,Hauts-bassins,Houet,Bama,Sanmatenga,Barsalogho,4,6,2022,1,10
10644,Plateau central,Ganzourgou,Zoungou,Kompienga,Pama,5,5,2022,1,10
10645,Plateau central,Ganzourgou,Zoungou,Kompienga,Madjoari,3,2,2022,1,5
10646,Centre-est,Kouritenga,Dialgaye,Gnagna,Bilanga,5,4,2022,1,9
10647,Hauts-bassins,Houet,Bobo-dioulasso,Poni,Djigoue,25,42,2022,1,67
10648,Cascades,Comoe,Sideradougou,Poni,Djigoue,10,6,2022,1,16
10649,Est,Tapoa,Diapaga,Kompienga,Pama,3,4,2022,1,7
10650,Hauts-bassins,Houet,Karangasso-vigue,Loroum,Titao,45,39,2022,1,84
10651,Hauts-bassins,Houet,Bama,Bam,Tikare,0,1,2022,1,1
10652,Hauts-bassins,Houet,Karangasso-vigue,Loroum,Banh,3,1,2022,1,4
10653,Boucle du mouhoun,Bale,Poura,Bam,Bourzanga,2,2,2022,1,4
10654,Boucle du mouhoun,Mouhoun,Ouarkoye,Loroum,Titao,15,29,2022,1,44
10655,Hauts-bassins,Houet,Karangasso-vigue,Comoe,Mangodara,5,9,2022,1,14
10656,Hauts-bassins,Houet,Bama,Sanmatenga,Pensa,4,4,2022,1,8
10657,Centre-est,Kouritenga,Dialgaye,Gourma,Matiacoali,7,5,2022,1,12
10658,Boucle du mouhoun,Bale,Siby,Soum,Kelbo,14,6,2022,1,20
10659,Boucle du mouhoun,Bale,Siby,Sanmatenga,Dablo,4,2,2022,1,6
10660,Hauts-bassins,Houet,Satiri,Loroum,Solle,13,18,2022,1,31
10661,Hauts-bassins,Kenedougou,Orodara,Comoe,Mangodara,3,2,2022,1,5
10662,Plateau central,Ganzourgou,Salogo,Kompienga,Kompienga,7,13,2022,1,20
10663,Est,Gourma,Fada,Kompienga,Kompienga,4,5,2022,1,9
10664,Hauts-bassins,Houet,Karangasso-vigue,Sanmatenga,Pissila,2,1,2022,1,3
10665,Hauts-bassins,Houet,Satiri,Kenedougou,Orodara,1,1,2022,1,2
10666,Hauts-bassins,Houet,Satiri,Comoe,Mangodara,4,1,2022,1,5
10667,Hauts-bassins,Houet,Satiri,Yatenga,Thiou,1,3,2022,1,4
10668,Est,Komondjari,Foutouri,Komondjari,Foutouri,3,3,2022,1,6
10669,Centre-est,Kouritenga,Koupela,Kompienga,Kompienga,2,1,2022,1,3
10670,Hauts-bassins,Kenedougou,Koloko,Soum,Djibo,0,2,2022,1,2
10671,Centre-est,Koulpelogo,Ouargaye,Koulpelogo,Comin-yanga,3,1,2022,1,4
10672,Centre-est,Koulpelogo,Ouargaye,Koulpelogo,Lalgaye,7,4,2022,1,11
10673,Plateau central,Ganzourgou,Meguet,Kompienga,Pama,7,3,2022,1,10
10674,Hauts-bassins,Houet,Bobo-dioulasso,Sanmatenga,Kaya,4,3,2022,1,7
10675,Hauts-bassins,Houet,Bobo-dioulasso,Poni,Kampti,9,3,2022,1,12
10676,Hauts-bassins,Houet,Bobo-dioulasso,Yatenga,Zogore,5,4,2022,1,9
10677,Hauts-bassins,Houet,Bobo-dioulasso,Gourma,Fada ngourma,2,2,2022,1,4
10678,Hauts-bassins,Houet,Bobo-dioulasso,Comoe,Ouo,5,8,2022,1,13
10679,Plateau central,Oubritenga,Zitenga,Oudalan,Deou,15,12,2022,1,27
10680,Plateau central,Oubritenga,Zitenga,,,3,4,2022,1,7
10681,Plateau central,Oubritenga,Zitenga,Sanmatenga,Barsalogho,15,9,2022,1,24
10682,Centre-est,Kouritenga,Pouytenga,Gnagna,Liptougou,3,2,2022,1,5
10683,Plateau central,Oubritenga,Zitenga,Soum,Arbinda,1,1,2022,1,2
10684,Nord,Passore,Arbole,Bam,Kongoussi,4,2,2022,1,6
10685,Cascades,Comoe,Beregadougou,Comoe,Tiefora,4,2,2022,1,6
10686,Plateau central,Kourweogo,Bousse,Soum,Pobe-mangao,8,7,2022,1,15
10687,Cascades,Comoe,Beregadougou,Sanmatenga,Pensa,1,1,2022,1,2
10688,Centre-est,Kouritenga,Kando,Soum,Arbinda,2,1,2022,1,3
10689,Boucle du mouhoun,Banwa,Solenzo,Kossi,Nouna,1,2,2022,1,3
10690,Plateau central,Oubritenga,Nagreongo,Soum,Djibo,3,4,2022,1,7
10691,Boucle du mouhoun,Mouhoun,Kona,Poni,Kampti,3,1,2022,1,4
10692,Centre-est,Kouritenga,Pouytenga,Loroum,Titao,1,2,2022,1,3
10693,Hauts-bassins,Tuy,Bekuy,Yatenga,Seguenega,18,23,2022,1,41
10694,Hauts-bassins,Tuy,Bekuy,Yatenga,Thiou,2,1,2022,1,3
10695,Plateau central,Oubritenga,Nagreongo,Oudalan,Tin-akoff,2,4,2022,1,6
10696,Plateau central,Ganzourgou,Meguet,Boulgou,Bittou,4,11,2022,2,15
10697,Hauts-bassins,Houet,Bobo-dioulasso,Yatenga,Ouahigouya,56,92,2022,2,148
10698,Est,Tapoa,Diapaga,Tapoa,Diapaga,2,9,2022,2,11
10699,Plateau central,Ganzourgou,Mogtedo,Soum,Kelbo,2,5,2022,2,7
10700,Plateau central,Oubritenga,Nagreongo,Koulpelogo,Comin-yanga,4,2,2022,2,6
10701,Centre-est,Kouritenga,Koupela,Gnagna,Piela,4,5,2022,2,9
10702,Centre-est,Boulgou,Zabre,Kompienga,Pama,4,7,2022,2,11
10703,Centre-est,Kouritenga,Pouytenga,Gnagna,Bilanga,6,6,2022,2,12
10704,Boucle du mouhoun,Kossi,Nouna,Banwa,Tansila,3,3,2022,2,6
10705,Hauts-bassins,Houet,Karangasso-vigue,Sanmatenga,Dablo,18,24,2022,2,42
10706,Hauts-bassins,Houet,Karangasso-vigue,Bam,Rollo,6,12,2022,2,18
10707,Hauts-bassins,Houet,Karangasso-vigue,Soum,Tongomayel,9,10,2022,2,19
10708,Plateau central,Ganzourgou,Zoungou,Yagha,Mansila,2,6,2022,2,8
10709,Plateau central,Oubritenga,Zitenga,Sanmatenga,Pissila,3,2,2022,2,5
10710,Plateau central,Oubritenga,Zitenga,Sanmatenga,Dablo,12,9,2022,2,21
10711,Plateau central,Oubritenga,Zitenga,Oudalan,Markoye,0,3,2022,2,3
10712,Boucle du mouhoun,Kossi,Nouna,Comoe,Sideradougou,4,3,2022,2,7
10713,Centre-est,Kouritenga,Pouytenga,Sanmatenga,Pensa,2,1,2022,2,3
10714,Hauts-bassins,Houet,Karangasso-vigue,Sanmatenga,Pensa,38,43,2022,2,81
10715,Cascades,Comoe,Sideradougou,Sanmatenga,Pensa,8,4,2022,2,12
10716,Hauts-bassins,Houet,Bobo-dioulasso,Comoe,Banfora,4,5,2022,2,9
10717,Hauts-bassins,Houet,Bobo-dioulasso,Loroum,Solle,5,8,2022,2,13
10718,Hauts-bassins,Houet,Bobo-dioulasso,Yatenga,Thiou,13,22,2022,2,35
10719,Hauts-bassins,Houet,Bobo-dioulasso,Soum,Djibo,36,33,2022,2,69
10720,Boucle du mouhoun,Kossi,Nouna,Sourou,Di,1,1,2022,2,2
10721,Hauts-bassins,Houet,Bobo-dioulasso,Soum,Arbinda,11,17,2022,2,28
10722,Hauts-bassins,Houet,Bobo-dioulasso,Comoe,Sideradougou,8,13,2022,2,21
10723,Hauts-bassins,Houet,Bobo-dioulasso,Mouhoun,Dedougou,0,12,2022,2,12
10724,Boucle du mouhoun,Banwa,Kouka,Bam,Bourzanga,7,8,2022,2,15
10725,Centre-est,Kouritenga,Pouytenga,Sanmatenga,Pissila,4,2,2022,2,6
10726,Boucle du mouhoun,Banwa,Kouka,Loroum,Titao,11,8,2022,2,19
10727,Plateau central,Oubritenga,Nagreongo,Gourma,Matiacoali,1,3,2022,2,4
10728,Plateau central,Oubritenga,Nagreongo,Sanmatenga,Pensa,3,3,2022,2,6
10729,Boucle du mouhoun,Mouhoun,Dedougou,Kossi,Barani,3,3,2022,2,6
10730,Centre-est,Kouritenga,Pouytenga,Yagha,Mansila,5,8,2022,2,13
10731,Plateau central,Oubritenga,Nagreongo,Seno,Dori,2,4,2022,2,6
10732,Plateau central,Oubritenga,Nagreongo,Kompienga,Kompienga,7,9,2022,2,16
10733,Hauts-bassins,Houet,Karangasso-vigue,Sanmatenga,Kaya,4,4,2022,2,8
10734,Hauts-bassins,Houet,Karangasso-vigue,Sanmatenga,Pissila,1,7,2022,2,8
10735,Hauts-bassins,Houet,Karangasso-vigue,Namentenga,Boulsa,4,2,2022,2,6
10736,Hauts-bassins,Houet,Karangasso-vigue,Oudalan,Deou,12,13,2022,2,25
10737,Hauts-bassins,Kenedougou,Banzon,Oudalan,Gorom-gorom,4,3,2022,2,7
10738,Centre-est,Boulgou,Bittou,Kompienga,Kompienga,5,4,2022,2,9
10739,Centre-est,Boulgou,Bittou,Oudalan,Deou,2,4,2022,2,6
10740,Hauts-bassins,Houet,Karangasso-vigue,Poni,Djigoue,18,18,2022,2,36
10741,Plateau central,Ganzourgou,Meguet,Boulgou,Bane,5,3,2022,2,8
10742,Hauts-bassins,Houet,Karangasso-vigue,Seno,Dori,5,5,2022,2,10
10743,Centre-est,Boulgou,Bittou,Namentenga,Dargo,4,6,2022,2,10
10744,Boucle du mouhoun,Mouhoun,Dedougou,Mouhoun,Douroula,19,16,2022,2,35
10745,Plateau central,Ganzourgou,Salogo,Kompienga,Pama,3,8,2022,2,11
10746,Hauts-bassins,Kenedougou,Orodara,Comoe,Mangodara,2,2,2022,2,4
10747,Nord,Loroum,Banh,Loroum,Banh,68,62,2022,2,130
10748,Hauts-bassins,Houet,Karangasso-vigue,Yatenga,Kossouka,4,2,2022,2,6
10749,Hauts-bassins,Houet,Karangasso-vigue,Soum,Pobe-mangao,21,17,2022,2,38
10750,Plateau central,Ganzourgou,Meguet,Ziro,Sapouy,8,13,2022,2,21
10751,Cascades,Comoe,Sideradougou,Comoe,Ouo,3,2,2022,2,5
10752,Centre-est,Kouritenga,Baskoure,Koulpelogo,Comin-yanga,1,2,2022,2,3
10753,Hauts-bassins,Houet,Bobo-dioulasso,Yatenga,Koumbri,1,3,2022,2,4
10754,Hauts-bassins,Tuy,Bereba,Loroum,Titao,26,17,2022,3,43
10755,Hauts-bassins,Houet,Bobo-dioulasso,Oudalan,Gorom-gorom,4,2,2022,3,6
10756,Centre-est,Kouritenga,Gounghin,Kompienga,Pama,10,5,2022,3,15
10757,Centre-est,Boulgou,Bagre,Gourma,Fada ngourma,1,1,2022,3,2
10758,Plateau central,Ganzourgou,Boudry,Soum,Nassoumbou,1,1,2022,3,2
10759,Hauts-bassins,Houet,Karangasso-vigue,Soum,Arbinda,15,15,2022,3,30
10760,Centre-est,Boulgou,Bagre,Kompienga,Kompienga,5,3,2022,3,8
10761,Centre-est,Boulgou,Bagre,Yagha,Mansila,3,2,2022,3,5
10762,Est,Tapoa,Diapaga,Tapoa,Partiaga,11,12,2022,3,23
10763,Centre-est,Kouritenga,Pouytenga,Komondjari,Gayeri,6,6,2022,3,12
10764,Est,Tapoa,Diapaga,Tapoa,Botou,2,2,2022,3,4
10765,Centre-est,Boulgou,Bittou,Sanmatenga,Barsalogho,7,13,2022,3,20
10766,Centre-est,Boulgou,Bittou,Gnagna,Bogande,2,2,2022,3,4
10767,Centre-est,Boulgou,Bittou,Namentenga,Dargo,2,1,2022,3,3
10768,Centre-est,Kouritenga,Pouytenga,Gnagna,Bilanga,4,2,2022,3,6
10769,Centre-est,Kouritenga,Pouytenga,Tapoa,Botou,6,1,2022,3,7
10770,Centre-est,Kouritenga,Pouytenga,Sanmatenga,Pissila,4,1,2022,3,5
10771,Centre-est,Kouritenga,Koupela,Gourma,Yamba,2,5,2022,3,7
10772,Boucle du mouhoun,Mouhoun,Dedougou,Sanmatenga,Pensa,2,3,2022,3,5
10773,Plateau central,Ganzourgou,Boudry,Namentenga,Boulsa,4,5,2022,3,9
10774,Boucle du mouhoun,Sourou,Tougan,Sourou,Kiembara,3,1,2022,3,4
10775,Centre-est,Boulgou,Zabre,Gourma,Fada ngourma,3,3,2022,3,6
10776,Centre-est,Kouritenga,Pouytenga,Gourma,Matiacoali,5,7,2022,3,12
10777,Boucle du mouhoun,Mouhoun,Dedougou,Oudalan,Gorom-gorom,2,2,2022,3,4
10778,Hauts-bassins,Houet,Karangasso-vigue,Sanmatenga,Pensa,19,24,2022,3,43
10779,Centre-est,Koulpelogo,Soudougui,Koulpelogo,Soudougui,11,6,2022,3,17
10780,Hauts-bassins,Houet,Karangasso-vigue,Poni,Djigoue,36,30,2022,3,66
10781,Plateau central,Ganzourgou,Meguet,Komondjari,Foutouri,12,9,2022,3,21
10782,Plateau central,Ganzourgou,Meguet,Kompienga,Pama,50,35,2022,3,85
10783,Plateau central,Oubritenga,Zitenga,Sanmatenga,Pensa,10,10,2022,3,20
10784,Plateau central,Oubritenga,Zitenga,Sanmatenga,Barsalogho,3,4,2022,3,7
10785,Boucle du mouhoun,Banwa,Solenzo,Gourma,Fada ngourma,2,1,2022,3,3
10786,Boucle du mouhoun,Sourou,Tougan,,,4,2,2022,3,6
10787,Boucle du mouhoun,Kossi,Nouna,Yatenga,Thiou,5,6,2022,3,11
10788,Plateau central,Ganzourgou,Meguet,Gourma,Fada ngourma,2,2,2022,3,4
10789,Hauts-bassins,Houet,Karangasso-vigue,Loroum,Solle,33,25,2022,3,58
10790,Hauts-bassins,Houet,Karangasso-vigue,Yatenga,Barga,3,2,2022,3,5
10791,Hauts-bassins,Houet,Dande,Soum,Djibo,7,6,2022,3,13
10792,Boucle du mouhoun,Kossi,Nouna,Kossi,Sono,10,7,2022,3,17
10793,Centre-est,Boulgou,Bittou,Kompienga,Kompienga,3,1,2022,3,4
10794,Centre-est,Boulgou,Bittou,Namentenga,Bouroum,7,5,2022,3,12
10795,Centre-est,Boulgou,Bittou,Tapoa,Botou,1,2,2022,3,3
10796,Boucle du mouhoun,Kossi,Barani,Kossi,Kombori,7,9,2022,3,16
10797,Plateau central,Ganzourgou,Boudry,Gnagna,Bilanga,4,5,2022,3,9
10798,Plateau central,Oubritenga,Nagreongo,Loroum,Banh,2,1,2022,3,3
10799,Boucle du mouhoun,Mouhoun,Dedougou,Soum,Pobe-mangao,5,2,2022,3,7
10800,Boucle du mouhoun,Banwa,Solenzo,Bam,Bourzanga,4,3,2022,3,7
10801,Cascades,Comoe,Tiefora,Bam,Bourzanga,4,2,2022,3,6
10802,Boucle du mouhoun,Sourou,Tougan,Sourou,Lanfiera,13,6,2022,3,19
10803,Hauts-bassins,Houet,Bobo-dioulasso,Kossi,Barani,17,13,2022,3,30
10804,Hauts-bassins,Tuy,Hounde,Poni,Gbomblora,1,1,2022,3,2
10805,Hauts-bassins,Tuy,Hounde,Poni,Kampti,3,1,2022,3,4
10806,Hauts-bassins,Tuy,Hounde,Yatenga,Thiou,2,3,2022,3,5
10807,Hauts-bassins,Tuy,Hounde,Sanmatenga,Kaya,3,1,2022,3,4
10808,Hauts-bassins,Houet,Bama,Loroum,Titao,2,3,2022,3,5
10809,Plateau central,Ganzourgou,Meguet,Boulgou,Bagre,2,6,2022,3,8
10810,Boucle du mouhoun,Mouhoun,Dedougou,Soum,Nassoumbou,4,1,2022,3,5
10811,Boucle du mouhoun,Kossi,Djibasso,Kossi,Kombori,68,69,2022,3,137
10812,Plateau central,Ganzourgou,Mogtedo,Komondjari,Gayeri,3,8,2022,3,11
10813,Boucle du mouhoun,Kossi,Kombori,Kossi,Djibasso,1,9,2022,3,10
10814,Boucle du mouhoun,Kossi,Djibasso,Kossi,Djibasso,8,6,2022,3,14
10815,Cascades,Comoe,Sideradougou,Sanmatenga,Barsalogho,3,2,2022,3,5
10816,Hauts-bassins,Kenedougou,Orodara,Loroum,Titao,0,1,2022,3,1
10817,Boucle du mouhoun,Mouhoun,Dedougou,Kossi,Sono,4,1,2022,3,5
10818,Centre-est,Kouritenga,Koupela,Sanmatenga,Pensa,2,2,2022,3,4
10819,Plateau central,Oubritenga,Nagreongo,Sanmatenga,Barsalogho,4,4,2022,3,8
10820,Boucle du mouhoun,Mouhoun,Dedougou,,,14,10,2022,3,24
10821,Centre-est,Boulgou,Zoaga,Sanmatenga,Barsalogho,1,5,2022,4,6
10822,Centre-est,Kouritenga,Pouytenga,Namentenga,Tougouri,1,1,2022,4,2
10823,Cascades,Comoe,Beregadougou,Sourou,Lankoue,3,2,2022,4,5
10824,Plateau central,Oubritenga,Ourgou-manega,Bam,Bourzanga,25,28,2022,4,53
10825,Boucle du mouhoun,Kossi,Nouna,Kossi,Bomborokuy,17,14,2022,4,31
10826,Centre-est,Boulgou,Bane,Kompienga,Kompienga,3,4,2022,4,7
10827,Est,Tapoa,Diapaga,Tapoa,Partiaga,6,5,2022,4,11
10828,Centre-est,Boulgou,Garango,Yagha,Mansila,9,2,2022,4,11
10829,Centre-est,Boulgou,Bane,Gnagna,Liptougou,2,1,2022,4,3
10830,Hauts-bassins,Kenedougou,Kourouma,Yatenga,Seguenega,2,4,2022,4,6
10831,Centre-est,Kouritenga,Pouytenga,Bam,Bourzanga,4,3,2022,4,7
10832,Hauts-bassins,Kenedougou,Kourouma,Sanmatenga,Dablo,0,5,2022,4,5
10833,Centre-est,Kouritenga,Pouytenga,Gourma,Matiacoali,8,8,2022,4,16
10834,Centre-est,Kouritenga,Koupela,Gnagna,Liptougou,6,3,2022,4,9
10835,Hauts-bassins,Houet,Karangasso-vigue,Yatenga,Seguenega,5,11,2022,4,16
10836,Boucle du mouhoun,Mouhoun,Dedougou,Comoe,Mangodara,0,2,2022,4,2
10837,Plateau central,Ganzourgou,Mogtedo,Kompienga,Kompienga,7,9,2022,4,16
10838,Hauts-bassins,Houet,Karangasso-vigue,Soum,Djibo,13,15,2022,4,28
10839,Plateau central,Ganzourgou,Boudry,Namentenga,Boulsa,2,2,2022,4,4
10840,Plateau central,Oubritenga,Zitenga,Sanmatenga,Barsalogho,11,10,2022,4,21
10841,Boucle du mouhoun,Banwa,Solenzo,Kossi,Barani,0,2,2022,4,2
10842,Hauts-bassins,Houet,Karangasso-vigue,Poni,Djigoue,13,12,2022,4,25
10843,Hauts-bassins,Houet,Karangasso-vigue,Yatenga,Ouahigouya,4,5,2022,4,9
10844,Centre-est,Boulgou,Bittou,Sanmatenga,Pissila,3,4,2022,4,7
10845,Centre-est,Boulgou,Bittou,Kouritenga,Koupela,5,4,2022,4,9
10846,Est,Tapoa,Partiaga,Tapoa,Kantchari,2,5,2022,4,7
10847,Est,Tapoa,Partiaga,Kompienga,Madjoari,3,3,2022,4,6
10848,Hauts-bassins,Kenedougou,Orodara,Yatenga,Thiou,2,4,2022,4,6
10849,Hauts-bassins,Kenedougou,Djigouera,Bam,Rollo,2,1,2022,4,3
10850,Hauts-bassins,Houet,Bobo-dioulasso,Kossi,Kombori,1,2,2022,4,3
10851,Hauts-bassins,Houet,Bobo-dioulasso,Sourou,Di,5,2,2022,4,7
10852,Hauts-bassins,Houet,Karangasso-vigue,Loroum,Ouindigui,4,6,2022,4,10
10853,Plateau central,Ganzourgou,Salogo,Gnagna,Liptougou,12,8,2022,4,20
10854,Plateau central,Ganzourgou,Salogo,Kompienga,Kompienga,4,6,2022,4,10
10855,Cascades,Comoe,Niangoloko,Loroum,Ouindigui,11,13,2022,4,24
10856,Centre-est,Kouritenga,Pouytenga,Boulgou,Bane,1,2,2022,4,3
10857,Plateau central,Ganzourgou,Salogo,Sanmatenga,Pissila,6,7,2022,4,13
10858,Cascades,Comoe,Niangoloko,Namentenga,Tougouri,4,6,2022,4,10
10859,Hauts-bassins,Houet,Peni,Comoe,Mangodara,12,17,2022,4,29
10860,Hauts-bassins,Houet,Peni,Oudalan,Gorom-gorom,7,6,2022,4,13
10861,Hauts-bassins,Houet,Peni,Sanmatenga,Barsalogho,12,8,2022,4,20
10862,Hauts-bassins,Houet,Peni,Seno,Gorgadji,7,6,2022,4,13
10863,Centre-est,Koulpelogo,Comin-yanga,Kompienga,Kompienga,4,5,2022,4,9
10864,Est,Tapoa,Partiaga,Tapoa,Namounou,7,3,2022,4,10
